Biomarker,AUC,Sensitivity (max sum),Specificity (max sum),Sensitivity (sens > 95%),Specificity (sens > 95%),Log2FC,p-value,n_pos,n_neg,n_pos+n_neg
WIZ_HUMAN,0.556,0.28,0.911,0.98,0.067,0.171,0.353424,50,45,95
A4GAT_HUMAN,0.555,0.614,0.588,0.977,0.059,-0.176,0.360568,44,51,95
TM165_HUMAN,0.552,0.261,0.98,1.0,0.0,0.205,0.381565,46,49,95
PNISR_HUMAN,0.548,0.327,0.848,1.0,0.0,-0.111,0.423394,49,46,95
DMAP1_HUMAN,0.548,0.167,0.957,0.958,0.064,-0.132,0.4236,48,47,95
MSL1_HUMAN,0.546,0.54,0.622,1.0,0.022,0.076,0.440444,50,45,95
CEAM7_HUMAN,0.541,0.49,0.717,0.959,0.022,0.356,0.490923,49,46,95
ATG2A_HUMAN,0.532,0.417,0.787,1.0,0.0,-0.044,0.589429,48,47,95
SSBP2_HUMAN,0.523,0.383,0.729,1.0,0.0,0.041,0.695952,47,48,95
S26A2_HUMAN,0.522,0.532,0.688,0.957,0.021,0.091,0.718087,47,48,95
SIK3_HUMAN,0.521,0.106,1.0,0.979,0.062,0.076,0.729246,47,48,95
RASL1_HUMAN,0.52,0.213,0.917,0.979,0.021,0.027,0.746091,47,48,95
STK25_HUMAN,0.515,0.766,0.479,0.957,0.104,-0.025,0.803081,47,48,95
IF4E3_HUMAN,0.514,0.75,0.362,0.979,0.021,-0.01,0.814616,48,47,95
LPXN_HUMAN,0.513,0.533,0.6,0.978,0.02,0.028,0.825965,45,50,95
DDA1_HUMAN,0.504,0.196,0.939,0.978,0.061,0.043,0.95546,46,49,95
GBG11_HUMAN,0.931,0.927,0.887,0.951,0.774,-1.908,0.0,41,53,94
DYN1_HUMAN,0.9,0.951,0.774,0.951,0.774,-1.613,0.0,41,53,94
CDIPT_HUMAN,0.886,0.786,0.885,0.952,0.615,-1.853,0.0,42,52,94
ECD_HUMAN,0.875,0.896,0.717,0.958,0.283,0.84,0.0,48,46,94
S27A1_HUMAN,0.85,0.805,0.868,0.976,0.623,-0.908,0.0,41,53,94
GAS6_HUMAN,0.832,0.683,0.887,0.951,0.472,-1.233,0.0,41,53,94
KBTBB_HUMAN,0.825,0.805,0.755,0.951,0.377,-1.074,0.0,41,53,94
TUT7_HUMAN,0.813,0.76,0.75,0.96,0.318,0.632,0.0,50,44,94
NTM1A_HUMAN,0.806,0.625,0.891,0.979,0.109,0.813,0.0,48,46,94
KTI12_HUMAN,0.805,0.7,0.864,0.96,0.136,0.637,0.0,50,44,94
P4R3B_HUMAN,0.802,0.612,0.867,0.959,0.356,0.658,0.0,49,45,94
SCND1_HUMAN,0.796,0.792,0.674,0.979,0.348,0.799,1e-06,48,46,94
YTDC2_HUMAN,0.796,0.688,0.848,0.958,0.13,0.576,1e-06,48,46,94
TUSC2_HUMAN,0.772,0.588,0.953,0.98,0.116,0.806,6e-06,51,43,94
MBOA5_HUMAN,0.761,0.8,0.714,0.956,0.204,-0.713,1.4e-05,45,49,94
UFSP2_HUMAN,0.758,0.674,0.833,0.978,0.021,-0.47,1.7e-05,46,48,94
DOK1_HUMAN,0.753,0.735,0.756,0.959,0.044,0.494,2.4e-05,49,45,94
WDR24_HUMAN,0.747,0.698,0.765,0.953,0.353,-0.445,3.9e-05,43,51,94
SURF4_HUMAN,0.746,0.727,0.78,0.955,0.26,-0.777,4.2e-05,44,50,94
ATPG_HUMAN,0.745,0.682,0.78,0.955,0.06,-0.728,4.6e-05,44,50,94
LSS_HUMAN,0.743,0.542,0.913,0.958,0.022,-0.436,5e-05,48,46,94
EMC1_HUMAN,0.743,0.773,0.68,0.955,0.1,-0.54,5.3e-05,44,50,94
MBD3_HUMAN,0.742,0.604,0.891,0.958,0.087,0.711,5.3e-05,48,46,94
GRAP2_HUMAN,0.741,0.605,0.843,0.977,0.275,-0.819,5.9e-05,43,51,94
MCAF1_HUMAN,0.739,0.574,0.872,0.979,0.17,0.672,6.7e-05,47,47,94
RBM34_HUMAN,0.738,0.653,0.733,0.959,0.022,0.522,7.1e-05,49,45,94
MLKL_HUMAN,0.734,0.56,0.955,0.96,0.182,0.651,9.7e-05,50,44,94
NP1L5_HUMAN,0.73,0.791,0.706,1.0,0.0,-0.587,0.000135,43,51,94
DUS1L_HUMAN,0.718,0.49,0.933,0.959,0.089,0.43,0.000272,49,45,94
ZNHI2_HUMAN,0.716,0.583,0.848,0.958,0.065,0.501,0.000323,48,46,94
CDK16_HUMAN,0.711,0.667,0.761,0.958,0.152,0.351,0.00043,48,46,94
TRPS1_HUMAN,0.709,0.469,0.889,0.959,0.089,0.525,0.000484,49,45,94
RTN4R_HUMAN,0.697,0.826,0.5,0.978,0.229,-0.818,0.000988,46,48,94
SH2B1_HUMAN,0.694,0.562,0.826,0.958,0.043,-0.404,0.001223,48,46,94
AKA11_HUMAN,0.694,0.652,0.729,0.957,0.083,-0.378,0.001223,46,48,94
TAP1_HUMAN,0.692,0.478,0.917,1.0,0.0,-0.462,0.001324,46,48,94
UPP_HUMAN,0.691,0.438,0.935,0.958,0.065,0.424,0.001432,48,46,94
WNT5A_HUMAN,0.67,0.822,0.531,0.956,0.224,-0.654,0.004536,45,49,94
MCCA_HUMAN,0.668,0.682,0.64,0.955,0.12,-0.547,0.005234,44,50,94
RIN1_HUMAN,0.667,0.578,0.776,1.0,0.0,-0.293,0.005474,45,49,94
MED15_HUMAN,0.667,0.551,0.756,0.959,0.111,0.546,0.005348,49,45,94
ATL4_HUMAN,0.665,0.521,0.87,0.958,0.065,-0.411,0.005971,48,46,94
PCF11_HUMAN,0.66,0.562,0.761,0.958,0.13,0.278,0.007501,48,46,94
S35U4_HUMAN,0.656,0.787,0.532,0.957,0.106,-0.44,0.009085,47,47,94
GSTA4_HUMAN,0.656,0.733,0.612,1.0,0.0,-0.319,0.009429,45,49,94
PHF10_HUMAN,0.649,0.583,0.739,0.958,0.087,0.347,0.012968,48,46,94
DMD_HUMAN,0.642,0.477,0.78,0.977,0.08,-0.275,0.017888,44,50,94
S10A1_HUMAN,0.641,0.617,0.681,0.957,0.106,-0.817,0.018308,47,47,94
PADI4_HUMAN,0.64,0.408,0.889,0.959,0.156,0.74,0.019744,49,45,94
RAD1_HUMAN,0.638,0.354,0.978,0.958,0.043,0.282,0.021272,48,46,94
ANGL3_HUMAN,0.634,0.833,0.435,0.979,0.217,0.364,0.025915,48,46,94
TISD_HUMAN,0.633,0.429,0.844,1.0,0.0,0.37,0.0271,49,45,94
BCAT2_HUMAN,0.63,0.652,0.646,0.978,0.083,-0.396,0.029665,46,48,94
RBM7_HUMAN,0.629,0.705,0.58,0.955,0.14,0.371,0.0317,44,50,94
VGLL4_HUMAN,0.623,0.362,0.936,0.957,0.064,0.363,0.039702,47,47,94
IFT46_HUMAN,0.621,0.543,0.688,1.0,0.0,-0.161,0.043831,46,48,94
CCNT1_HUMAN,0.618,0.255,0.957,0.957,0.064,0.272,0.049288,47,47,94
TFAM_HUMAN,0.616,0.771,0.5,0.979,0.087,-0.316,0.053297,48,46,94
M3K6_HUMAN,0.615,0.511,0.766,1.0,0.0,0.261,0.054767,47,47,94
TADA3_HUMAN,0.61,0.766,0.489,1.0,0.0,0.148,0.067253,47,47,94
CDK13_HUMAN,0.608,0.848,0.396,0.957,0.083,0.201,0.071244,46,48,94
RTL8A_HUMAN,0.608,0.265,0.978,0.98,0.022,0.281,0.071646,49,45,94
FYV1_HUMAN,0.605,0.469,0.8,1.0,0.0,0.15,0.079097,49,45,94
ASPP2_HUMAN,0.604,0.5,0.804,0.958,0.087,0.194,0.082591,48,46,94
AGRF5_HUMAN,0.602,0.447,0.809,0.957,0.064,0.217,0.088863,47,47,94
TGM3_HUMAN,0.6,0.408,0.867,1.0,0.022,0.886,0.095888,49,45,94
DD19B_HUMAN,0.598,0.417,0.804,0.958,0.043,0.171,0.10311,48,46,94
DHRS1_HUMAN,0.594,0.4,0.837,0.956,0.061,-0.24,0.117177,45,49,94
ABC3F_HUMAN,0.593,0.622,0.735,1.0,0.0,-0.103,0.120759,45,49,94
ARAP3_HUMAN,0.592,0.391,0.875,0.957,0.062,0.181,0.125612,46,48,94
DNMBP_HUMAN,0.592,0.638,0.553,0.957,0.064,-0.211,0.124768,47,47,94
SGF29_HUMAN,0.592,0.596,0.617,0.979,0.064,0.2,0.124768,47,47,94
HDAC3_HUMAN,0.59,0.511,0.776,0.956,0.102,0.202,0.133974,45,49,94
OIT3_HUMAN,0.59,0.373,0.907,0.98,0.047,0.186,0.136875,51,43,94
PTPRB_HUMAN,0.589,0.521,0.674,0.979,0.109,-0.376,0.139224,48,46,94
MEIS1_HUMAN,0.58,0.721,0.529,1.0,0.0,-0.178,0.186646,43,51,94
EXOS3_HUMAN,0.58,0.467,0.735,1.0,0.0,0.18,0.185326,45,49,94
ZN609_HUMAN,0.572,0.292,0.935,0.958,0.065,0.223,0.233548,48,46,94
MAST2_HUMAN,0.572,0.83,0.383,0.979,0.043,-0.09,0.232173,47,47,94
TSSC4_HUMAN,0.558,0.739,0.438,0.957,0.042,-0.162,0.338668,46,48,94
TRI32_HUMAN,0.557,0.426,0.83,0.957,0.021,0.089,0.344538,47,47,94
MPZL1_HUMAN,0.556,0.6,0.568,1.0,0.0,-0.06,0.349375,50,44,94
TEAD3_HUMAN,0.554,0.354,0.913,1.0,0.022,0.108,0.366074,48,46,94
MTX1_HUMAN,0.553,0.354,0.87,0.958,0.043,0.151,0.382338,48,46,94
MEF2D_HUMAN,0.553,0.917,0.283,0.958,0.109,0.169,0.382338,48,46,94
C27C1_HUMAN,0.553,0.435,0.729,0.978,0.021,-0.079,0.382338,46,48,94
EVI5L_HUMAN,0.55,0.271,0.913,1.0,0.0,-0.093,0.403279,48,46,94
GCP4_HUMAN,0.549,0.234,0.957,0.957,0.043,0.152,0.418444,47,47,94
K2C80_HUMAN,0.548,0.326,0.875,1.0,0.0,-0.015,0.420517,46,48,94
REQU_HUMAN,0.544,0.37,0.792,1.0,0.0,-0.049,0.465458,46,48,94
XXLT1_HUMAN,0.542,0.326,0.812,0.957,0.062,0.138,0.484156,46,48,94
RASF5_HUMAN,0.537,0.306,0.911,0.959,0.022,0.086,0.534838,49,45,94
MIPT3_HUMAN,0.533,0.304,0.854,0.978,0.104,0.022,0.588647,46,48,94
CHRD_HUMAN,0.533,1.0,0.115,0.952,0.154,-0.158,0.581382,42,52,94
TBPL1_HUMAN,0.532,0.2,0.932,0.98,0.023,-0.045,0.598453,50,44,94
UIMC1_HUMAN,0.532,0.809,0.34,0.957,0.021,0.013,0.59134,47,47,94
PMGT1_HUMAN,0.531,0.435,0.729,1.0,0.0,0.013,0.604383,46,48,94
LECT2_HUMAN,0.528,0.188,0.978,1.0,0.022,-0.084,0.647241,48,46,94
RERE_HUMAN,0.527,0.294,0.814,0.961,0.047,0.076,0.654314,51,43,94
RBM19_HUMAN,0.527,0.292,0.891,0.958,0.065,0.062,0.658148,48,46,94
GAMT_HUMAN,0.525,0.22,0.981,1.0,0.019,0.16,0.680551,41,53,94
CASPA_HUMAN,0.524,0.283,0.854,1.0,0.0,-0.022,0.691301,46,48,94
HIRP3_HUMAN,0.524,0.319,0.83,0.957,0.043,-0.076,0.688582,47,47,94
DDB2_HUMAN,0.512,0.837,0.294,0.977,0.118,0.048,0.849516,43,51,94
PAN2_HUMAN,0.511,0.28,0.841,0.98,0.023,0.023,0.852723,50,44,94
MGAT2_HUMAN,0.51,0.271,0.87,0.958,0.022,0.005,0.870819,48,46,94
SCAM2_HUMAN,0.509,0.36,0.818,1.0,0.0,-0.035,0.882533,50,44,94
TRM2A_HUMAN,0.507,0.404,0.766,1.0,0.0,-0.042,0.909691,47,47,94
GRM2B_HUMAN,0.501,0.638,0.489,0.957,0.043,0.056,0.993967,47,47,94
TACC3_HUMAN,0.907,0.725,0.929,0.961,0.643,1.361,0.0,51,42,93
LMOD1_HUMAN,0.875,0.875,0.811,0.95,0.415,-1.315,0.0,40,53,93
PTN13_HUMAN,0.871,0.756,0.827,0.976,0.577,-0.902,0.0,41,52,93
STON1_HUMAN,0.847,0.762,0.843,0.952,0.392,-0.965,0.0,42,51,93
PUS3_HUMAN,0.827,0.54,1.0,0.96,0.395,0.707,0.0,50,43,93
MTMRD_HUMAN,0.805,0.771,0.756,0.958,0.422,-0.542,0.0,48,45,93
IGF1R_HUMAN,0.785,0.837,0.66,0.977,0.38,-0.634,2e-06,43,50,93
PCCB_HUMAN,0.782,0.619,0.902,0.976,0.118,-0.798,3e-06,42,51,93
RMD2_HUMAN,0.778,0.707,0.75,0.976,0.269,-0.64,5e-06,41,52,93
ANGP2_HUMAN,0.77,0.596,0.927,0.962,0.171,0.894,8e-06,52,41,93
MKRN1_HUMAN,0.768,0.543,0.936,0.957,0.106,0.563,8e-06,46,47,93
NDUBA_HUMAN,0.766,0.773,0.755,0.955,0.143,-0.859,1e-05,44,49,93
SBNO1_HUMAN,0.763,0.6,0.837,0.96,0.209,0.754,1.4e-05,50,43,93
TIFA_HUMAN,0.762,0.542,0.911,0.958,0.244,0.784,1.4e-05,48,45,93
OVCA2_HUMAN,0.759,0.583,0.889,0.958,0.244,0.733,1.8e-05,48,45,93
ATAD1_HUMAN,0.758,0.614,0.816,0.955,0.204,-0.779,1.9e-05,44,49,93
DPH1_HUMAN,0.753,0.58,0.86,0.96,0.14,0.62,2.8e-05,50,43,93
CAN5_HUMAN,0.748,0.78,0.731,0.951,0.173,-0.667,4.5e-05,41,52,93
CH033_HUMAN,0.743,0.549,0.905,1.0,0.024,0.813,5.9e-05,51,42,93
MUC6_HUMAN,0.74,0.756,0.654,0.951,0.096,-1.616,7.6e-05,41,52,93
PYGO2_HUMAN,0.735,0.5,0.933,0.958,0.089,0.711,9.9e-05,48,45,93
DDX59_HUMAN,0.727,0.612,0.864,0.959,0.136,0.425,0.000165,49,44,93
MYPT2_HUMAN,0.725,0.548,0.882,0.952,0.137,-0.695,0.000201,42,51,93
TTC28_HUMAN,0.724,0.682,0.714,1.0,0.0,-0.285,0.000211,44,49,93
UB2E3_HUMAN,0.716,0.46,0.953,0.96,0.07,0.697,0.000355,50,43,93
FCG3B_HUMAN,0.714,0.956,0.375,0.956,0.375,0.838,0.000388,45,48,93
UROK_HUMAN,0.713,0.7,0.628,0.96,0.279,1.053,0.000435,50,43,93
POGK_HUMAN,0.711,0.583,0.8,0.958,0.111,0.508,0.000476,48,45,93
RND3_HUMAN,0.707,0.651,0.74,1.0,0.14,-0.508,0.000614,43,50,93
FGFR2_HUMAN,0.704,0.667,0.711,0.979,0.133,0.519,0.000728,48,45,93
GNB1L_HUMAN,0.702,0.489,0.87,0.957,0.109,0.401,0.000796,47,46,93
FDFT_HUMAN,0.7,0.674,0.66,0.978,0.106,0.444,0.000914,46,47,93
MMP10_HUMAN,0.696,0.706,0.619,0.961,0.214,0.809,0.001201,51,42,93
XPO6_HUMAN,0.696,0.714,0.682,0.98,0.045,0.309,0.00115,49,44,93
MPP10_HUMAN,0.695,0.681,0.717,0.979,0.087,0.447,0.0012,47,46,93
DYM_HUMAN,0.694,0.583,0.8,0.979,0.156,0.395,0.001329,48,45,93
NCOA3_HUMAN,0.693,0.551,0.818,0.959,0.091,0.372,0.001388,49,44,93
AP3M2_HUMAN,0.69,0.543,0.809,0.957,0.043,0.396,0.001608,46,47,93
TM87A_HUMAN,0.683,0.565,0.787,0.957,0.149,-0.398,0.002373,46,47,93
PHRF1_HUMAN,0.682,0.426,0.891,0.957,0.196,0.447,0.002497,47,46,93
PCDB2_HUMAN,0.679,0.58,0.837,1.0,0.0,0.441,0.003126,50,43,93
HDAC8_HUMAN,0.675,0.458,0.822,0.958,0.089,0.3,0.003798,48,45,93
RPC6_HUMAN,0.675,0.729,0.6,0.958,0.156,0.371,0.003798,48,45,93
ESF1_HUMAN,0.674,0.58,0.744,0.96,0.116,0.453,0.003905,50,43,93
KS6B1_HUMAN,0.673,0.479,0.867,0.958,0.133,0.367,0.004087,48,45,93
ADAP1_HUMAN,0.672,0.583,0.844,0.958,0.089,0.456,0.00429,48,45,93
AAR2_HUMAN,0.662,0.565,0.723,0.957,0.043,0.277,0.007075,46,47,93
RPC9_HUMAN,0.661,0.592,0.705,0.959,0.159,0.516,0.00767,49,44,93
GPDM_HUMAN,0.66,0.591,0.755,0.955,0.082,-0.353,0.008028,44,49,93
KCTD1_HUMAN,0.659,0.511,0.792,0.978,0.104,0.481,0.008462,45,48,93
FGR_HUMAN,0.654,0.638,0.717,0.957,0.087,0.377,0.010856,47,46,93
ZN511_HUMAN,0.645,0.5,0.787,0.957,0.085,0.292,0.015996,46,47,93
MBLC1_HUMAN,0.644,0.644,0.646,1.0,0.0,0.368,0.016632,45,48,93
IP3KB_HUMAN,0.64,0.413,0.936,0.978,0.043,0.28,0.020515,46,47,93
ATG9A_HUMAN,0.637,0.391,0.979,1.0,0.021,0.402,0.022705,46,47,93
MED22_HUMAN,0.636,0.383,0.891,0.979,0.109,0.333,0.0246,47,46,93
KHDC4_HUMAN,0.634,0.562,0.756,0.958,0.067,0.256,0.02656,48,45,93
ZMYM3_HUMAN,0.629,0.826,0.468,0.978,0.043,0.272,0.032977,46,47,93
CRBG3_HUMAN,0.629,0.409,0.878,1.0,0.0,-0.188,0.032111,44,49,93
RPGR_HUMAN,0.627,0.341,0.98,0.955,0.082,0.413,0.03533,44,49,93
PTN7_HUMAN,0.622,0.512,0.82,1.0,0.0,-0.304,0.043903,43,50,93
S2513_HUMAN,0.618,0.478,0.787,1.0,0.0,-0.366,0.050509,46,47,93
MBD1_HUMAN,0.617,0.889,0.354,0.956,0.083,-0.304,0.052239,45,48,93
IT70A_HUMAN,0.616,0.674,0.6,0.953,0.18,-0.188,0.054536,43,50,93
HTF4_HUMAN,0.61,0.733,0.479,0.956,0.062,-0.203,0.067874,45,48,93
NSRP1_HUMAN,0.605,0.553,0.717,0.957,0.174,0.238,0.081776,47,46,93
MED21_HUMAN,0.604,0.766,0.457,0.957,0.087,0.296,0.084509,47,46,93
KDM8_HUMAN,0.598,0.356,0.875,0.956,0.021,-0.197,0.103958,45,48,93
ANXA8_HUMAN,0.597,0.465,0.8,0.953,0.16,-0.508,0.109839,43,50,93
ZN830_HUMAN,0.596,0.646,0.6,0.958,0.022,-0.166,0.110665,48,45,93
RCL1_HUMAN,0.592,0.34,0.87,0.957,0.043,0.197,0.129108,47,46,93
PPHLN_HUMAN,0.589,0.578,0.688,0.956,0.146,0.246,0.140965,45,48,93
FAT2_HUMAN,0.587,0.545,0.633,0.955,0.143,0.326,0.149079,44,49,93
SEC20_HUMAN,0.582,0.574,0.63,1.0,0.0,-0.127,0.175016,47,46,93
TCAF2_HUMAN,0.573,0.422,0.812,1.0,0.0,-0.117,0.225964,45,48,93
S12A7_HUMAN,0.571,0.478,0.702,0.957,0.043,0.167,0.238189,46,47,93
YETS4_HUMAN,0.57,0.848,0.34,0.978,0.17,0.247,0.247488,46,47,93
ATP9A_HUMAN,0.567,0.66,0.565,0.957,0.022,-0.138,0.266841,47,46,93
HEAT1_HUMAN,0.567,0.239,0.957,0.978,0.043,0.189,0.266841,46,47,93
DC2I1_HUMAN,0.564,0.733,0.479,1.0,0.0,-0.106,0.286987,45,48,93
CWC22_HUMAN,0.556,0.234,0.957,1.0,0.0,0.125,0.350494,47,46,93
SG1D2_HUMAN,0.549,0.273,0.898,1.0,0.02,-0.288,0.42133,44,49,93
RSRC1_HUMAN,0.544,0.311,0.875,0.978,0.042,-0.15,0.462838,45,48,93
ZFY26_HUMAN,0.542,0.652,0.489,0.978,0.021,-0.11,0.486792,46,47,93
DC2L1_HUMAN,0.539,0.447,0.761,1.0,0.0,-0.012,0.521113,47,46,93
MTHSD_HUMAN,0.538,0.565,0.574,0.957,0.106,0.144,0.531143,46,47,93
SRBD1_HUMAN,0.538,0.844,0.292,0.956,0.042,0.098,0.530953,45,48,93
AL5AP_HUMAN,0.536,0.261,0.936,0.978,0.021,-0.125,0.556639,46,47,93
LPIN1_HUMAN,0.534,0.479,0.733,0.958,0.044,-0.027,0.57728,48,45,93
HECD4_HUMAN,0.532,0.36,0.837,1.0,0.0,0.063,0.597614,50,43,93
TASOR_HUMAN,0.531,0.283,0.894,0.978,0.064,0.095,0.609351,46,47,93
DIM1_HUMAN,0.529,0.213,0.957,0.957,0.065,0.083,0.631041,47,46,93
LENG9_HUMAN,0.52,0.49,0.682,1.0,0.023,-0.029,0.737831,49,44,93
GGYF1_HUMAN,0.513,0.614,0.531,0.955,0.041,0.036,0.832412,44,49,93
APTX_HUMAN,0.513,0.688,0.422,1.0,0.0,-0.015,0.826571,48,45,93
MLH1_HUMAN,0.507,0.395,0.78,1.0,0.0,-0.002,0.904929,43,50,93
WAC2A_HUMAN,0.506,0.255,0.957,1.0,0.022,0.086,0.929584,47,46,93
DCDC2_HUMAN,0.505,0.465,0.64,1.0,0.0,0.028,0.935514,43,50,93
MTX3_HUMAN,0.503,0.289,0.917,0.978,0.021,-0.032,0.966273,45,48,93
GCR_HUMAN,0.899,0.927,0.804,0.951,0.706,-1.01,0.0,41,51,92
SYNP2_HUMAN,0.892,0.744,0.925,0.974,0.585,-1.362,0.0,39,53,92
S12A4_HUMAN,0.873,0.822,0.83,0.956,0.234,-0.706,0.0,45,47,92
CD34_HUMAN,0.87,0.775,0.865,0.95,0.481,-1.52,0.0,40,52,92
PRAF2_HUMAN,0.847,0.791,0.796,0.953,0.327,-1.411,0.0,43,49,92
NAKD2_HUMAN,0.84,0.682,0.875,0.955,0.5,-0.766,0.0,44,48,92
MK_HUMAN,0.826,0.745,0.829,0.98,0.244,1.498,0.0,51,41,92
GEMI6_HUMAN,0.826,0.708,0.818,0.958,0.273,0.936,0.0,48,44,92
NOPC1_HUMAN,0.822,0.633,1.0,0.959,0.116,0.933,0.0,49,43,92
ADRO_HUMAN,0.82,0.707,0.863,0.951,0.255,-1.143,0.0,41,51,92
TTI1_HUMAN,0.809,0.851,0.689,0.957,0.089,0.604,0.0,47,45,92
WDR55_HUMAN,0.803,0.638,0.933,0.957,0.222,0.646,1e-06,47,45,92
VWA1_HUMAN,0.801,0.68,0.905,0.96,0.071,0.985,1e-06,50,42,92
PACE1_HUMAN,0.796,0.588,0.951,0.98,0.122,0.702,1e-06,51,41,92
SEC62_HUMAN,0.793,0.791,0.735,0.953,0.041,-0.765,1e-06,43,49,92
ACSF2_HUMAN,0.786,0.744,0.796,0.953,0.102,-0.829,2e-06,43,49,92
BUD23_HUMAN,0.781,0.571,0.953,0.98,0.116,0.714,4e-06,49,43,92
CP131_HUMAN,0.774,0.674,0.783,0.957,0.152,0.556,6e-06,46,46,92
TRYB1_HUMAN;TRYB2_HUMAN,0.767,0.721,0.694,0.953,0.367,-1.257,1.1e-05,43,49,92
MPU1_HUMAN,0.765,0.795,0.708,0.955,0.312,-0.793,1.3e-05,44,48,92
ABHGA_HUMAN,0.76,0.837,0.633,0.977,0.245,-0.673,1.9e-05,43,49,92
TYB10_HUMAN,0.76,0.68,0.786,0.98,0.143,0.931,2e-05,50,42,92
PNO1_HUMAN,0.748,0.776,0.651,0.959,0.14,0.547,4.4e-05,49,43,92
MGST3_HUMAN,0.744,0.791,0.592,0.953,0.143,-0.819,6e-05,43,49,92
PPR37_HUMAN,0.743,0.532,0.933,0.979,0.067,0.542,6.2e-05,47,45,92
ATP68_HUMAN,0.739,0.512,0.959,0.953,0.041,-0.876,8e-05,43,49,92
CRYAA_HUMAN,0.737,0.778,0.638,0.956,0.277,0.746,9.1e-05,45,47,92
BCL9_HUMAN,0.735,0.543,0.826,0.978,0.283,0.801,0.000106,46,46,92
SGSM3_HUMAN,0.735,0.708,0.773,0.958,0.068,0.569,0.000108,48,44,92
MAT1_HUMAN,0.733,0.783,0.587,0.957,0.087,0.588,0.00012,46,46,92
VLDLR_HUMAN,0.731,0.5,0.932,0.979,0.091,0.644,0.000143,48,44,92
NCAM2_HUMAN,0.711,0.786,0.6,0.952,0.22,-0.393,0.000508,42,50,92
PGH1_HUMAN,0.709,0.415,0.941,0.951,0.098,-0.846,0.000615,41,51,92
CK098_HUMAN,0.706,0.766,0.578,0.957,0.089,0.569,0.00066,47,45,92
RDH13_HUMAN,0.705,0.651,0.735,0.953,0.061,-0.443,0.000744,43,49,92
SPN1_HUMAN,0.702,0.622,0.766,0.956,0.128,0.467,0.000852,45,47,92
UCRI_HUMAN,0.695,0.651,0.714,0.953,0.102,-0.599,0.001298,43,49,92
FA50B_HUMAN,0.691,0.479,0.932,0.958,0.068,0.602,0.001655,48,44,92
ATPMK_HUMAN,0.681,0.795,0.5,0.955,0.083,-0.566,0.002792,44,48,92
ARRB2_HUMAN,0.666,0.58,0.738,1.0,0.0,0.272,0.0063,50,42,92
ANR49_HUMAN,0.663,0.449,0.93,0.959,0.116,0.493,0.007271,49,43,92
MFR1L_HUMAN,0.659,0.545,0.812,0.955,0.125,-0.456,0.008934,44,48,92
LATS1_HUMAN,0.656,0.49,0.791,0.959,0.093,0.286,0.010035,49,43,92
DTNB_HUMAN,0.653,0.458,0.864,0.979,0.091,-0.399,0.011453,48,44,92
HV205_HUMAN,0.653,0.523,0.812,0.977,0.083,-0.601,0.01171,44,48,92
SEPR_HUMAN,0.652,0.591,0.688,0.977,0.229,-0.325,0.011973,44,48,92
ORC2_HUMAN,0.649,0.521,0.773,0.958,0.068,0.293,0.014269,48,44,92
TDRD3_HUMAN,0.642,0.729,0.545,1.0,0.091,0.288,0.019233,48,44,92
RPA1_HUMAN,0.641,0.521,0.75,0.958,0.068,0.349,0.020053,48,44,92
E41L5_HUMAN,0.64,0.447,0.778,0.957,0.089,0.295,0.020778,47,45,92
MED16_HUMAN,0.634,0.591,0.708,0.955,0.104,0.282,0.027786,44,48,92
COX7C_HUMAN,0.63,0.5,0.75,0.955,0.104,-0.389,0.031907,44,48,92
AFF4_HUMAN,0.63,0.469,0.86,1.0,0.0,0.232,0.032016,49,43,92
TM214_HUMAN,0.628,0.596,0.711,0.979,0.022,-0.225,0.034952,47,45,92
SNX29_HUMAN,0.623,0.306,0.953,1.0,0.0,0.184,0.04268,49,43,92
GL1AD_HUMAN,0.622,0.698,0.551,1.0,0.0,-0.308,0.04514,43,49,92
CNOT8_HUMAN,0.621,0.553,0.756,1.0,0.044,0.239,0.046399,47,45,92
KAD4_HUMAN,0.616,0.66,0.6,1.0,0.022,0.324,0.056672,47,45,92
TLK2_HUMAN,0.613,0.848,0.37,0.957,0.152,0.291,0.063093,46,46,92
RIOX1_HUMAN,0.613,0.333,0.894,0.956,0.064,0.252,0.061933,45,47,92
UTP25_HUMAN,0.612,0.674,0.609,0.978,0.065,0.229,0.063651,46,46,92
XPC_HUMAN,0.61,0.63,0.565,0.978,0.152,0.315,0.069436,46,46,92
INT1_HUMAN,0.609,0.404,0.8,0.957,0.111,0.266,0.073668,47,45,92
POLI_HUMAN,0.609,0.511,0.689,0.957,0.044,-0.235,0.072419,47,45,92
STX16_HUMAN,0.605,0.511,0.822,0.979,0.022,0.226,0.08292,47,45,92
JMY_HUMAN,0.598,0.628,0.612,0.953,0.143,-0.19,0.105255,43,49,92
MA1C1_HUMAN,0.597,0.465,0.714,0.953,0.082,-0.275,0.112152,43,49,92
GPN3_HUMAN,0.594,0.543,0.696,0.957,0.087,0.179,0.12301,46,46,92
SULF2_HUMAN,0.59,0.457,0.783,0.957,0.043,0.287,0.136856,46,46,92
NRBP2_HUMAN,0.588,0.745,0.422,0.957,0.089,0.21,0.146278,47,45,92
ZN618_HUMAN,0.586,0.489,0.745,1.0,0.0,-0.109,0.157435,45,47,92
RRP8_HUMAN,0.585,0.5,0.696,0.957,0.087,0.224,0.16335,46,46,92
