Biomarker_1,AUC,se_97_Threshold,se_97_Sensitivity,se_97_Specificity,se_97_NPV,se_97_PPV,se_95_Threshold,se_95_Sensitivity,se_95_Specificity,se_95_NPV,se_95_PPV,max_sum_Threshold,max_sum_Sensitivity,max_sum_Specificity,max_sum_NPV,max_sum_PPV
NECT4_CNRP1,0.96571,0.12121,0.98148,0.75926,0.97619,0.80303,0.25253,0.96296,0.85185,0.95833,0.86667,0.49495,0.90741,0.98148,0.91379,0.98000
PRIO_UBE2H,0.96557,0.25253,0.98113,0.78947,0.97826,0.81250,0.25253,0.98113,0.78947,0.97826,0.81250,0.44444,0.86792,0.98246,0.88889,0.97872
UBE2H_PRIO,0.96557,0.25253,0.98113,0.78947,0.97826,0.81250,0.25253,0.98113,0.78947,0.97826,0.81250,0.44444,0.86792,0.98246,0.88889,0.97872
PGRC1_HMCS1,0.96556,0.15152,1.00000,0.80357,1.00000,0.83582,0.36364,0.94643,0.83929,0.94000,0.85484,0.51515,0.89286,0.92857,0.89655,0.92593
HMCS1_PGRC1,0.96556,0.15152,1.00000,0.80357,1.00000,0.83582,0.36364,0.94643,0.83929,0.94000,0.85484,0.51515,0.89286,0.92857,0.89655,0.92593
PGS2_NDKB,0.96551,0.21212,0.96610,0.85965,0.96078,0.87692,0.27273,0.94915,0.89474,0.94444,0.90323,0.27273,0.94915,0.89474,0.94444,0.90323
PGS2_CYBP,0.96551,0.12121,0.96610,0.73684,0.95455,0.79167,0.16162,0.94915,0.82456,0.94000,0.84848,0.40404,0.93220,0.94737,0.93103,0.94828
NDKB_PGS2,0.96551,0.21212,0.96610,0.85965,0.96078,0.87692,0.27273,0.94915,0.89474,0.94444,0.90323,0.27273,0.94915,0.89474,0.94444,0.90323
CYBP_PGS2,0.96551,0.12121,0.96610,0.73684,0.95455,0.79167,0.16162,0.94915,0.82456,0.94000,0.84848,0.40404,0.93220,0.94737,0.93103,0.94828
KAP3_CYBP,0.96535,0.11111,0.98113,0.72727,0.97561,0.77612,0.17172,0.96226,0.80000,0.95652,0.82258,0.35354,0.90566,0.92727,0.91071,0.92308
CYBP_KAP3,0.96535,0.11111,0.98113,0.72727,0.97561,0.77612,0.17172,0.96226,0.80000,0.95652,0.82258,0.35354,0.90566,0.92727,0.91071,0.92308
PSME4_EHD2,0.96531,0.0404,0.98077,0.45098,0.95833,0.64557,0.09091,0.96154,0.66667,0.94444,0.74627,0.75758,0.88462,1.00000,0.89474,1.00000
EHD2_PSME4,0.96531,0.0404,0.98077,0.45098,0.95833,0.64557,0.09091,0.96154,0.66667,0.94444,0.74627,0.75758,0.88462,1.00000,0.89474,1.00000
AL1L1_IDE,0.96524,0.0404,0.98148,0.49123,0.96552,0.64634,0.09091,0.96296,0.66667,0.95000,0.73239,0.63636,0.87037,0.98246,0.88889,0.97917
AL1L1_GARS,0.96524,0.08081,0.98148,0.64912,0.97368,0.72603,0.10101,0.96296,0.68421,0.95122,0.74286,0.50505,0.90741,0.94737,0.91525,0.94231
LDHA_KANK2,0.96524,0.11111,0.98214,0.69643,0.97500,0.76389,0.27273,0.94643,0.85714,0.94118,0.86885,0.36364,0.91071,0.91071,0.91071,0.91071
IDE_AL1L1,0.96524,0.0404,0.98148,0.49123,0.96552,0.64634,0.09091,0.96296,0.66667,0.95000,0.73239,0.63636,0.87037,0.98246,0.88889,0.97917
GARS_AL1L1,0.96524,0.08081,0.98148,0.64912,0.97368,0.72603,0.10101,0.96296,0.68421,0.95122,0.74286,0.50505,0.90741,0.94737,0.91525,0.94231
KANK2_LDHA,0.96524,0.11111,0.98214,0.69643,0.97500,0.76389,0.27273,0.94643,0.85714,0.94118,0.86885,0.36364,0.91071,0.91071,0.91071,0.91071
CLIC2_CYBP,0.96521,0.20202,0.96552,0.82456,0.95918,0.84848,0.24242,0.94828,0.87719,0.94340,0.88710,0.34343,0.91379,0.94737,0.91525,0.94643
HMGB3_MXRA7,0.96521,0.15152,0.96552,0.70175,0.95238,0.76712,0.20202,0.94828,0.77193,0.93617,0.80882,0.55556,0.87931,0.96491,0.88710,0.96226
GGCT_PGS2,0.96521,0.25253,0.96610,0.85965,0.96078,0.87692,0.25253,0.96610,0.85965,0.96078,0.87692,0.63636,0.86441,0.98246,0.87500,0.98077
AL1A1_PTPRF,0.96521,0.31313,0.98305,0.89474,0.98077,0.90625,0.31313,0.98305,0.89474,0.98077,0.90625,0.55556,0.93220,0.96491,0.93220,0.96491
PGS2_GGCT,0.96521,0.25253,0.96610,0.85965,0.96078,0.87692,0.25253,0.96610,0.85965,0.96078,0.87692,0.63636,0.86441,0.98246,0.87500,0.98077
PTPRF_AL1A1,0.96521,0.31313,0.98305,0.89474,0.98077,0.90625,0.31313,0.98305,0.89474,0.98077,0.90625,0.55556,0.93220,0.96491,0.93220,0.96491
MXRA7_HMGB3,0.96521,0.15152,0.96552,0.70175,0.95238,0.76712,0.20202,0.94828,0.77193,0.93617,0.80882,0.55556,0.87931,0.96491,0.88710,0.96226
CYBP_CLIC2,0.96521,0.20202,0.96552,0.82456,0.95918,0.84848,0.24242,0.94828,0.87719,0.94340,0.88710,0.34343,0.91379,0.94737,0.91525,0.94643
KAP3_NECT4,0.96514,0.13131,0.97917,0.67308,0.97222,0.73438,0.23232,0.95833,0.84615,0.95652,0.85185,0.42424,0.91667,0.92308,0.92308,0.91667
NECT4_KAP3,0.96514,0.13131,0.97917,0.67308,0.97222,0.73438,0.23232,0.95833,0.84615,0.95652,0.85185,0.42424,0.91667,0.92308,0.92308,0.91667
PRIO_UCK2,0.9651,0.12121,0.98000,0.64706,0.97059,0.73134,0.22222,0.96000,0.84314,0.95556,0.85714,0.22222,0.96000,0.84314,0.95556,0.85714
UCK2_PRIO,0.9651,0.12121,0.98000,0.64706,0.97059,0.73134,0.22222,0.96000,0.84314,0.95556,0.85714,0.22222,0.96000,0.84314,0.95556,0.85714
ACACA_E41L3,0.96506,0.07071,0.98182,0.52941,0.96429,0.69231,0.20202,0.94545,0.84314,0.93478,0.86667,0.50505,0.92727,0.96078,0.92453,0.96226
E41L3_ACACA,0.96506,0.07071,0.98182,0.52941,0.96429,0.69231,0.20202,0.94545,0.84314,0.93478,0.86667,0.50505,0.92727,0.96078,0.92453,0.96226
PGRC1_GNA1,0.96494,0.15152,0.98182,0.75000,0.97674,0.79412,0.16162,0.96364,0.76786,0.95556,0.80303,0.64646,0.85455,0.94643,0.86885,0.94000
NRDC_EPDR1,0.96494,0.12121,0.98182,0.71429,0.97561,0.77143,0.27273,0.94545,0.83929,0.94000,0.85246,0.47475,0.87273,0.92857,0.88136,0.92308
EGFR_GNA1,0.96494,0.07071,0.98182,0.57143,0.96970,0.69231,0.18182,0.94545,0.80357,0.93750,0.82540,0.39394,0.90909,0.91071,0.91071,0.90909
GNA1_PGRC1,0.96494,0.15152,0.98182,0.75000,0.97674,0.79412,0.16162,0.96364,0.76786,0.95556,0.80303,0.64646,0.85455,0.94643,0.86885,0.94000
GNA1_EGFR,0.96494,0.07071,0.98182,0.57143,0.96970,0.69231,0.18182,0.94545,0.80357,0.93750,0.82540,0.39394,0.90909,0.91071,0.91071,0.90909
EPDR1_NRDC,0.96494,0.12121,0.98182,0.71429,0.97561,0.77143,0.27273,0.94545,0.83929,0.94000,0.85246,0.47475,0.87273,0.92857,0.88136,0.92308
GARS_KANK2,0.96492,0.09091,0.98214,0.71429,0.97561,0.77465,0.23232,0.94643,0.78571,0.93617,0.81538,0.57576,0.85714,0.98214,0.87302,0.97959
KANK2_GARS,0.96492,0.09091,0.98214,0.71429,0.97561,0.77465,0.23232,0.94643,0.78571,0.93617,0.81538,0.57576,0.85714,0.98214,0.87302,0.97959
PGFRB_AVL9,0.96471,0.0404,1.00000,0.37037,1.00000,0.60920,0.14141,0.96226,0.75926,0.95349,0.79688,0.32323,0.92453,0.90741,0.92453,0.90741
AVL9_PGFRB,0.96471,0.0404,1.00000,0.37037,1.00000,0.60920,0.14141,0.96226,0.75926,0.95349,0.79688,0.32323,0.92453,0.90741,0.92453,0.90741
GARS_MXRA7,0.96461,0.30303,0.96610,0.84211,0.96000,0.86364,0.34343,0.94915,0.87719,0.94340,0.88889,0.34343,0.94915,0.87719,0.94340,0.88889
MECP2_SYYC,0.96461,0.14141,0.96610,0.66667,0.95000,0.75000,0.26263,0.94915,0.82456,0.94000,0.84848,0.50505,0.88136,0.92982,0.88333,0.92857
SYYC_MECP2,0.96461,0.14141,0.96610,0.66667,0.95000,0.75000,0.26263,0.94915,0.82456,0.94000,0.84848,0.50505,0.88136,0.92982,0.88333,0.92857
MXRA7_GARS,0.96461,0.30303,0.96610,0.84211,0.96000,0.86364,0.34343,0.94915,0.87719,0.94340,0.88889,0.34343,0.94915,0.87719,0.94340,0.88889
CLIC2_LYPA1,0.9646,0.14141,0.98246,0.71930,0.97619,0.77778,0.21212,0.94737,0.80702,0.93878,0.83077,0.38384,0.89474,0.91228,0.89655,0.91071
LYPA1_CLIC2,0.9646,0.14141,0.98246,0.71930,0.97619,0.77778,0.21212,0.94737,0.80702,0.93878,0.83077,0.38384,0.89474,0.91228,0.89655,0.91071
UBE2H_EPDR1,0.9646,0.18182,0.98214,0.76786,0.97727,0.80882,0.24242,0.94643,0.82143,0.93878,0.84127,0.32323,0.92857,0.89286,0.92593,0.89655
GFPT1_EPDR1,0.9646,0.15152,0.98214,0.78571,0.97778,0.82090,0.39394,0.94643,0.91071,0.94444,0.91379,0.33333,0.96429,0.89286,0.96154,0.90000
EPDR1_UBE2H,0.9646,0.18182,0.98214,0.76786,0.97727,0.80882,0.24242,0.94643,0.82143,0.93878,0.84127,0.32323,0.92857,0.89286,0.92593,0.89655
EPDR1_GFPT1,0.9646,0.15152,0.98214,0.78571,0.97778,0.82090,0.39394,0.94643,0.91071,0.94444,0.91379,0.33333,0.96429,0.89286,0.96154,0.90000
AL1L1_CYBP,0.96459,0.07071,1.00000,0.59649,1.00000,0.70130,0.07071,1.00000,0.59649,1.00000,0.70130,0.47475,0.90741,0.94737,0.91525,0.94231
AL1L1_DPP3,0.96459,0.06061,1.00000,0.56140,1.00000,0.68354,0.17172,0.96296,0.75439,0.95556,0.78788,0.48485,0.90741,0.91228,0.91228,0.90741
DPOD1_MECP2,0.96459,0.10101,0.98246,0.61818,0.97143,0.72727,0.21212,0.96491,0.87273,0.96000,0.88710,0.68687,0.89474,0.96364,0.89831,0.96226
MECP2_DPOD1,0.96459,0.10101,0.98246,0.61818,0.97143,0.72727,0.21212,0.96491,0.87273,0.96000,0.88710,0.68687,0.89474,0.96364,0.89831,0.96226
CYBP_AL1L1,0.96459,0.07071,1.00000,0.59649,1.00000,0.70130,0.07071,1.00000,0.59649,1.00000,0.70130,0.47475,0.90741,0.94737,0.91525,0.94231
DPP3_AL1L1,0.96459,0.06061,1.00000,0.56140,1.00000,0.68354,0.17172,0.96296,0.75439,0.95556,0.78788,0.48485,0.90741,0.91228,0.91228,0.90741
HMGB3_AL1L1,0.96458,0.07071,0.98113,0.52632,0.96774,0.65823,0.12121,0.96226,0.70175,0.95238,0.75000,0.29293,0.92453,0.92982,0.92982,0.92453
AL1L1_HMGB3,0.96458,0.07071,0.98113,0.52632,0.96774,0.65823,0.12121,0.96226,0.70175,0.95238,0.75000,0.29293,0.92453,0.92982,0.92982,0.92453
CDN2C_NECT4,0.96453,0.11111,0.98000,0.66038,0.97222,0.73134,0.18182,0.96000,0.81132,0.95556,0.82759,0.41414,0.94000,0.90566,0.94118,0.90385
NECT4_CDN2C,0.96453,0.11111,0.98000,0.66038,0.97222,0.73134,0.18182,0.96000,0.81132,0.95556,0.82759,0.41414,0.94000,0.90566,0.94118,0.90385
FHL1_AVL9,0.96436,0.09091,0.98113,0.68519,0.97368,0.75362,0.17172,0.96226,0.74074,0.95238,0.78462,0.58586,0.90566,0.96296,0.91228,0.96000
AVL9_FHL1,0.96436,0.09091,0.98113,0.68519,0.97368,0.75362,0.17172,0.96226,0.74074,0.95238,0.78462,0.58586,0.90566,0.96296,0.91228,0.96000
VINEX_SYYC,0.96432,0.0202,0.98113,0.32727,0.94737,0.58427,0.10101,0.96226,0.67273,0.94872,0.73913,0.49495,0.94340,0.98182,0.94737,0.98039
PGS2_SYYC,0.96432,0.14141,0.96610,0.73684,0.95455,0.79167,0.35354,0.94915,0.91228,0.94545,0.91803,0.35354,0.94915,0.91228,0.94545,0.91803
PTPRF_CNRP1,0.96432,0.23232,0.96610,0.84211,0.96000,0.86364,0.40404,0.94915,0.89474,0.94444,0.90323,0.57576,0.88136,0.96491,0.88710,0.96296
SYYC_VINEX,0.96432,0.0202,0.98113,0.32727,0.94737,0.58427,0.10101,0.96226,0.67273,0.94872,0.73913,0.49495,0.94340,0.98182,0.94737,0.98039
SYYC_PGS2,0.96432,0.14141,0.96610,0.73684,0.95455,0.79167,0.35354,0.94915,0.91228,0.94545,0.91803,0.35354,0.94915,0.91228,0.94545,0.91803
CNRP1_PTPRF,0.96432,0.23232,0.96610,0.84211,0.96000,0.86364,0.40404,0.94915,0.89474,0.94444,0.90323,0.57576,0.88136,0.96491,0.88710,0.96296
AL1L1_JUPI1,0.96431,0.05051,0.98148,0.49091,0.96429,0.65432,0.10101,0.96296,0.69091,0.95000,0.75362,0.56566,0.90741,0.92727,0.91071,0.92453
MECP2_DCTP1,0.96431,0.05051,0.98276,0.43860,0.96154,0.64045,0.33333,0.94828,0.91228,0.94545,0.91667,0.35354,0.93103,0.92982,0.92982,0.93103
HMCS1_FHL1,0.96431,0.05051,0.98148,0.52727,0.96667,0.67089,0.20202,0.96296,0.83636,0.95833,0.85246,0.70707,0.87037,1.00000,0.88710,1.00000
FHL1_HMCS1,0.96431,0.05051,0.98148,0.52727,0.96667,0.67089,0.20202,0.96296,0.83636,0.95833,0.85246,0.70707,0.87037,1.00000,0.88710,1.00000
DCTP1_MECP2,0.96431,0.05051,0.98276,0.43860,0.96154,0.64045,0.33333,0.94828,0.91228,0.94545,0.91667,0.35354,0.93103,0.92982,0.92982,0.93103
JUPI1_AL1L1,0.96431,0.05051,0.98148,0.49091,0.96429,0.65432,0.10101,0.96296,0.69091,0.95000,0.75362,0.56566,0.90741,0.92727,0.91071,0.92453
PGRC1_AVL9,0.9643,0.20202,0.98182,0.81818,0.97826,0.84375,0.29293,0.94545,0.83636,0.93878,0.85246,0.20202,0.98182,0.81818,0.97826,0.84375
EGLN_UBE2H,0.9643,0.07071,0.98246,0.50877,0.96667,0.66667,0.24242,0.94737,0.80702,0.93878,0.83077,0.36364,0.89474,0.94737,0.90000,0.94444
UBE2H_EGLN,0.9643,0.07071,0.98246,0.50877,0.96667,0.66667,0.24242,0.94737,0.80702,0.93878,0.83077,0.36364,0.89474,0.94737,0.90000,0.94444
AVL9_PGRC1,0.9643,0.20202,0.98182,0.81818,0.97826,0.84375,0.29293,0.94545,0.83636,0.93878,0.85246,0.20202,0.98182,0.81818,0.97826,0.84375
G6PI_PRIO,0.96427,0.12121,0.98182,0.61404,0.97222,0.71053,0.25253,0.94545,0.85965,0.94231,0.86667,0.28283,0.92727,0.89474,0.92727,0.89474
PRIO_G6PI,0.96427,0.12121,0.98182,0.61404,0.97222,0.71053,0.25253,0.94545,0.85965,0.94231,0.86667,0.28283,0.92727,0.89474,0.92727,0.89474
AL1L1_UBE2H,0.96425,0.0404,0.98113,0.45614,0.96296,0.62651,0.14141,0.96226,0.71930,0.95349,0.76119,0.65657,0.86792,1.00000,0.89062,1.00000
UBE2H_AL1L1,0.96425,0.0404,0.98113,0.45614,0.96296,0.62651,0.14141,0.96226,0.71930,0.95349,0.76119,0.65657,0.86792,1.00000,0.89062,1.00000
EGLN_DPP3,0.96402,0.17172,0.96610,0.73684,0.95455,0.79167,0.25253,0.94915,0.85965,0.94231,0.87500,0.34343,0.89831,0.91228,0.89655,0.91379
NDKB_MXRA7,0.96402,0.19192,0.96610,0.78947,0.95745,0.82609,0.42424,0.94915,0.92982,0.94643,0.93333,0.42424,0.94915,0.92982,0.94643,0.93333
MXRA7_NDKB,0.96402,0.19192,0.96610,0.78947,0.95745,0.82609,0.42424,0.94915,0.92982,0.94643,0.93333,0.42424,0.94915,0.92982,0.94643,0.93333
DPP3_EGLN,0.96402,0.17172,0.96610,0.73684,0.95455,0.79167,0.25253,0.94915,0.85965,0.94231,0.87500,0.34343,0.89831,0.91228,0.89655,0.91379
AL1A2_LDH6B,0.96397,0.08081,1.00000,0.62500,1.00000,0.73077,0.24242,0.94737,0.87500,0.94231,0.88525,0.58586,0.87719,0.96429,0.88525,0.96154
CASP3_KANK2,0.96397,0.13131,0.98214,0.69643,0.97500,0.76389,0.18182,0.94643,0.78571,0.93617,0.81538,0.40404,0.89286,0.94643,0.89831,0.94340
KANK2_CASP3,0.96397,0.13131,0.98214,0.69643,0.97500,0.76389,0.18182,0.94643,0.78571,0.93617,0.81538,0.40404,0.89286,0.94643,0.89831,0.94340
LDH6B_AL1A2,0.96397,0.08081,1.00000,0.62500,1.00000,0.73077,0.24242,0.94737,0.87500,0.94231,0.88525,0.58586,0.87719,0.96429,0.88525,0.96154
PGFRB_PTPRF,0.96396,0.21212,0.98214,0.81818,0.97826,0.84615,0.27273,0.96429,0.87273,0.96000,0.88525,0.54545,0.91071,0.92727,0.91071,0.92727
PTPRF_PGFRB,0.96396,0.21212,0.98214,0.81818,0.97826,0.84615,0.27273,0.96429,0.87273,0.96000,0.88525,0.54545,0.91071,0.92727,0.91071,0.92727
NRDC_AL1L1,0.96392,0.07071,0.98113,0.59649,0.97143,0.69333,0.09091,0.96226,0.63158,0.94737,0.70833,0.62626,0.86792,0.98246,0.88889,0.97872
AL1L1_NRDC,0.96392,0.07071,0.98113,0.59649,0.97143,0.69333,0.09091,0.96226,0.63158,0.94737,0.70833,0.62626,0.86792,0.98246,0.88889,0.97872
A4_CA2D1,0.96372,0.25253,0.96610,0.84211,0.96000,0.86364,0.25253,0.96610,0.84211,0.96000,0.86364,0.25253,0.96610,0.84211,0.96000,0.86364
CA2D1_A4,0.96372,0.25253,0.96610,0.84211,0.96000,0.86364,0.25253,0.96610,0.84211,0.96000,0.86364,0.25253,0.96610,0.84211,0.96000,0.86364
MXRA7_DPP3,0.96372,0.30303,0.96610,0.89474,0.96226,0.90476,0.30303,0.96610,0.89474,0.96226,0.90476,0.30303,0.96610,0.89474,0.96226,0.90476
DPP3_MXRA7,0.96372,0.30303,0.96610,0.89474,0.96226,0.90476,0.30303,0.96610,0.89474,0.96226,0.90476,0.30303,0.96610,0.89474,0.96226,0.90476
CLIC2_SYYC,0.9637,0.13131,0.96552,0.70175,0.95238,0.76712,0.27273,0.94828,0.82456,0.94000,0.84615,0.58586,0.89655,0.98246,0.90323,0.98113
SYYC_CLIC2,0.9637,0.13131,0.96552,0.70175,0.95238,0.76712,0.27273,0.94828,0.82456,0.94000,0.84615,0.58586,0.89655,0.98246,0.90323,0.98113
PTPRF_EPDR1,0.96365,0.16162,1.00000,0.75000,1.00000,0.80000,0.28283,0.94643,0.91071,0.94444,0.91379,0.33333,0.92857,0.94643,0.92982,0.94545
EPDR1_PTPRF,0.96365,0.16162,1.00000,0.75000,1.00000,0.80000,0.28283,0.94643,0.91071,0.94444,0.91379,0.33333,0.92857,0.94643,0.92982,0.94545
PGRC1_JUPI1,0.96364,0.17172,0.98305,0.76364,0.97674,0.81690,0.33333,0.94915,0.87273,0.94118,0.88889,0.33333,0.94915,0.87273,0.94118,0.88889
JUPI1_PGRC1,0.96364,0.17172,0.98305,0.76364,0.97674,0.81690,0.33333,0.94915,0.87273,0.94118,0.88889,0.33333,0.94915,0.87273,0.94118,0.88889
AL1L1_LDHA,0.96361,0.09091,0.98148,0.59649,0.97143,0.69737,0.11111,0.96296,0.70175,0.95238,0.75362,0.41414,0.90741,0.89474,0.91071,0.89091
LDHA_AL1L1,0.96361,0.09091,0.98148,0.59649,0.97143,0.69737,0.11111,0.96296,0.70175,0.95238,0.75362,0.41414,0.90741,0.89474,0.91071,0.89091
HBAT_RTKN,0.9636,0.20202,0.98000,0.76000,0.97436,0.80328,0.20202,0.98000,0.76000,0.97436,0.80328,0.78788,0.80000,1.00000,0.83333,1.00000
RTKN_HBAT,0.9636,0.20202,0.98000,0.76000,0.97436,0.80328,0.20202,0.98000,0.76000,0.97436,0.80328,0.78788,0.80000,1.00000,0.83333,1.00000
CAVN2_MSTO1,0.96359,0.10101,0.98039,0.63265,0.96875,0.73529,0.12121,0.96078,0.67347,0.94286,0.75385,0.69697,0.86275,0.97959,0.87273,0.97778
MSTO1_CAVN2,0.96359,0.10101,0.98039,0.63265,0.96875,0.73529,0.12121,0.96078,0.67347,0.94286,0.75385,0.69697,0.86275,0.97959,0.87273,0.97778
PGS2_PTPRF,0.96343,0.29293,0.96610,0.84211,0.96000,0.86364,0.42424,0.94915,0.91228,0.94545,0.91803,0.55556,0.91525,0.96491,0.91667,0.96429
PTPRF_PGS2,0.96343,0.29293,0.96610,0.84211,0.96000,0.86364,0.42424,0.94915,0.91228,0.94545,0.91803,0.55556,0.91525,0.96491,0.91667,0.96429
SYYC_MXRA7,0.96343,0.18182,0.96610,0.71930,0.95349,0.78082,0.40404,0.94915,0.89474,0.94444,0.90323,0.54545,0.89831,0.94737,0.90000,0.94643
MXRA7_SYYC,0.96343,0.18182,0.96610,0.71930,0.95349,0.78082,0.40404,0.94915,0.89474,0.94444,0.90323,0.54545,0.89831,0.94737,0.90000,0.94643
FAS_EPDR1,0.96333,0.08081,0.98214,0.53571,0.96774,0.67901,0.42424,0.94643,0.91071,0.94444,0.91379,0.45455,0.92857,0.94643,0.92982,0.94545
MD2L1_E41L3,0.96333,0.10101,0.98214,0.60714,0.97143,0.71429,0.15152,0.94643,0.73214,0.93182,0.77941,0.50505,0.87500,0.94643,0.88333,0.94231
EPDR1_FAS,0.96333,0.08081,0.98214,0.53571,0.96774,0.67901,0.42424,0.94643,0.91071,0.94444,0.91379,0.45455,0.92857,0.94643,0.92982,0.94545
E41L3_MD2L1,0.96333,0.10101,0.98214,0.60714,0.97143,0.71429,0.15152,0.94643,0.73214,0.93182,0.77941,0.50505,0.87500,0.94643,0.88333,0.94231
GGCT_AL1L1,0.96329,0.05051,1.00000,0.45614,1.00000,0.63529,0.07071,0.96296,0.57895,0.94286,0.68421,0.52525,0.90741,0.94737,0.91525,0.94231
AL1L1_GGCT,0.96329,0.05051,1.00000,0.45614,1.00000,0.63529,0.07071,0.96296,0.57895,0.94286,0.68421,0.52525,0.90741,0.94737,0.91525,0.94231
CDN2C_GARS,0.96327,0.14141,0.98113,0.71429,0.97561,0.76471,0.15152,0.96226,0.73214,0.95349,0.77273,0.40404,0.90566,0.96429,0.91525,0.96000
GARS_CDN2C,0.96327,0.14141,0.98113,0.71429,0.97561,0.76471,0.15152,0.96226,0.73214,0.95349,0.77273,0.40404,0.90566,0.96429,0.91525,0.96000
PSME4_RET7,0.96324,0.10101,0.97917,0.68627,0.97222,0.74603,0.14141,0.95833,0.78431,0.95238,0.80702,0.41414,0.91667,0.94118,0.92308,0.93617
RET7_PSME4,0.96324,0.10101,0.97917,0.68627,0.97222,0.74603,0.14141,0.95833,0.78431,0.95238,0.80702,0.41414,0.91667,0.94118,0.92308,0.93617
AL1L1_PSME4,0.96314,0.0404,0.98000,0.49020,0.96154,0.65333,0.10101,0.96000,0.66667,0.94444,0.73846,0.45455,0.94000,0.90196,0.93878,0.90385
PSME4_AL1L1,0.96314,0.0404,0.98000,0.49020,0.96154,0.65333,0.10101,0.96000,0.66667,0.94444,0.73846,0.45455,0.94000,0.90196,0.93878,0.90385
PGRC1_SYTC,0.96313,0.24242,0.96610,0.78947,0.95745,0.82609,0.24242,0.96610,0.78947,0.95745,0.82609,0.78788,0.81356,0.96491,0.83333,0.96000
ENOA_PGS2,0.96313,0.16162,0.96610,0.77193,0.95652,0.81429,0.27273,0.94915,0.89474,0.94444,0.90323,0.40404,0.91525,0.92982,0.91379,0.93103
PGS2_ENOA,0.96313,0.16162,0.96610,0.77193,0.95652,0.81429,0.27273,0.94915,0.89474,0.94444,0.90323,0.40404,0.91525,0.92982,0.91379,0.93103
SYTC_PGRC1,0.96313,0.24242,0.96610,0.78947,0.95745,0.82609,0.24242,0.96610,0.78947,0.95745,0.82609,0.78788,0.81356,0.96491,0.83333,0.96000
LYPA1_PGS2,0.9631,0.15152,0.96552,0.71930,0.95349,0.77778,0.22222,0.94828,0.78947,0.93750,0.82090,0.43434,0.87931,0.92982,0.88333,0.92727
PGS2_LYPA1,0.9631,0.15152,0.96552,0.71930,0.95349,0.77778,0.22222,0.94828,0.78947,0.93750,0.82090,0.43434,0.87931,0.92982,0.88333,0.92727
NRDC_MXRA7,0.96307,0.20202,0.98246,0.80702,0.97872,0.83582,0.35354,0.94737,0.89474,0.94444,0.90000,0.35354,0.94737,0.89474,0.94444,0.90000
MXRA7_NRDC,0.96307,0.20202,0.98246,0.80702,0.97872,0.83582,0.35354,0.94737,0.89474,0.94444,0.90000,0.35354,0.94737,0.89474,0.94444,0.90000
HBAT_PSME4,0.96305,0.06061,1.00000,0.58824,1.00000,0.71233,0.22222,0.96154,0.76471,0.95122,0.80645,0.82828,0.78846,1.00000,0.82258,1.00000
MIME_PSME4,0.96305,0.21212,0.98077,0.82353,0.97674,0.85000,0.30303,0.96154,0.84314,0.95556,0.86207,0.54545,0.88462,0.94118,0.88889,0.93878
PSME4_HBAT,0.96305,0.06061,1.00000,0.58824,1.00000,0.71233,0.22222,0.96154,0.76471,0.95122,0.80645,0.82828,0.78846,1.00000,0.82258,1.00000
PSME4_MIME,0.96305,0.21212,0.98077,0.82353,0.97674,0.85000,0.30303,0.96154,0.84314,0.95556,0.86207,0.54545,0.88462,0.94118,0.88889,0.93878
IMPA2_AL1A2,0.96303,0.14141,0.98246,0.80357,0.97826,0.83582,0.14141,0.98246,0.80357,0.97826,0.83582,0.66667,0.85965,0.96429,0.87097,0.96078
AL1A2_IMPA2,0.96303,0.14141,0.98246,0.80357,0.97826,0.83582,0.14141,0.98246,0.80357,0.97826,0.83582,0.66667,0.85965,0.96429,0.87097,0.96078
AVL9_CNRP1,0.96298,0.12121,0.98182,0.67273,0.97368,0.75000,0.14141,0.94545,0.72727,0.93023,0.77612,0.62626,0.89091,1.00000,0.90164,1.00000
CNRP1_AVL9,0.96298,0.12121,0.98182,0.67273,0.97368,0.75000,0.14141,0.94545,0.72727,0.93023,0.77612,0.62626,0.89091,1.00000,0.90164,1.00000
PRIO_HMCS1,0.96294,0.07071,0.98113,0.51786,0.96667,0.65823,0.21212,0.96226,0.78571,0.95652,0.80952,0.54545,0.84906,0.98214,0.87302,0.97826
HMCS1_PRIO,0.96294,0.07071,0.98113,0.51786,0.96667,0.65823,0.21212,0.96226,0.78571,0.95652,0.80952,0.54545,0.84906,0.98214,0.87302,0.97826
AL1A2_PTPRF,0.96279,0.31313,0.96552,0.91228,0.96296,0.91803,0.41414,0.94828,0.92982,0.94643,0.93220,0.41414,0.94828,0.92982,0.94643,0.93220
PTPRF_AL1A2,0.96279,0.31313,0.96552,0.91228,0.96296,0.91803,0.41414,0.94828,0.92982,0.94643,0.93220,0.41414,0.94828,0.92982,0.94643,0.93220
LYPA1_EPDR1,0.96269,0.19192,0.98214,0.76786,0.97727,0.80882,0.31313,0.94643,0.87500,0.94231,0.88333,0.31313,0.94643,0.87500,0.94231,0.88333
EPDR1_LYPA1,0.96269,0.19192,0.98214,0.76786,0.97727,0.80882,0.31313,0.94643,0.87500,0.94231,0.88333,0.31313,0.94643,0.87500,0.94231,0.88333
SYTC_EPDR1,0.96237,0.12121,0.98214,0.67857,0.97436,0.75342,0.20202,0.94643,0.82143,0.93878,0.84127,0.41414,0.92857,0.91071,0.92727,0.91228
